user,movie,rating
"Beau Smith","Die Hard",4
"Beau Smith","Twister",3
"Beau Smith","After Hours",3
"Zion Smith","Quai des Orfevres",2
"Louis Smith","Dawson's Creek: Season 4",5
"Louis Smith","De-Lovely",3
"Louis Smith","American Pie 2",2
"Louis Smith","Eulogy",3
"Louis Smith","Summer Catch",4
"Louis Smith","The Legend of Bagger Vance",4
"Louis Smith","Runaway Bride",5
"Louis Smith","Uptown Girls",5
"Louis Smith","The School of Rock",2
"Louis Smith","Little House on the Prairie: Season 1",3
"Louis Smith","Coach Carter",5
"Louis Smith","Just Married",3
"Louis Smith","Dr. T & the Women",3
"Louis Smith","The Mexican",4
"Louis Smith","Monsters",5
"Louis Smith","Secondhand Lions",4
"Louis Smith","Maid in Manhattan",4
"Louis Smith","American History X",2
"Louis Smith","One Tree Hill: Season 1",5
"Louis Smith","The Cider House Rules",3
"Louis Smith","Now and Then",3
"Louis Smith","The Princess Diaries (Widescreen)",5
"Louis Smith","The Rainmaker",5
"Louis Smith","Frequency",3
"Louis Smith","Forrest Gump",4
"Louis Smith","Little Women",5
"Louis Smith","The Manchurian Candidate",4
"Louis Smith","Harry Potter and the Chamber of Secrets",5
"Louis Smith","Little Women",5
"Louis Smith","Lizzie McGuire",5
"Louis Smith","Drumline",4
"Louis Smith","Nell",4
"Louis Smith","A Beautiful Mind",4
"Louis Smith","Twisted",3
"Louis Smith","Kate & Leopold",4
"Louis Smith","The Accused",3
"Louis Smith","Man on Fire",5
"Louis Smith","Lost in Translation",2
"Louis Smith","40 Days and 40 Nights",3
"Louis Smith","Mr. Holland's Opus",5
"Louis Smith","Harry Potter and the Prisoner of Azkaban",5
"Louis Smith","Law & Order: Season 2",5
"Louis Smith","Practical Magic",5
"Louis Smith","Behind Enemy Lines",2
"Louis Smith","Bring It On",5
"Louis Smith","Gigli",3
"Louis Smith","Newlyweds: Nick & Jessica: Season 1",4
"Louis Smith","The Best of Friends: Vol. 4",5
"Louis Smith","John Q",3
"Louis Smith","Dr. Dolittle 2",3
"Louis Smith","7th Heaven: Season 2",5
"Louis Smith","How to Deal",5
"Louis Smith","Two Weeks Notice",5
"Louis Smith","S.W.A.T.",4
"Louis Smith","Coyote Ugly",5
"Louis Smith","Raise Your Voice",5
"Louis Smith","CSI: Miami: Season 1",5
"Louis Smith","All I Want",5
"Louis Smith","Down With Love",3
"Louis Smith","Law & Order: Season 3",5
"Louis Smith","Jersey Girl",3
"Louis Smith","Never Been Kissed",5
"Louis Smith","Life Is Beautiful",3
"Louis Smith","The Client",3
"Louis Smith","The First Wives Club",4
"Louis Smith","Riding in Cars with Boys",4
"Louis Smith","Mulan 2",3
"Louis Smith","Mercury Rising",3
"Louis Smith","The Princess Diaries 2: Royal Engagement",5
"Louis Smith","Cast Away",2
"Louis Smith","Dawson's Creek: Season 3",5
"Louis Smith","The Notebook",5
"Louis Smith","The Best of Friends: Vol. 3",5
"Louis Smith","The Patriot",4
"Louis Smith","View from the Top",4
"Louis Smith","MASH: Season 2",2
"Louis Smith","What a Girl Wants",5
"Louis Smith","Law & Order: Criminal Intent: The First Year",5
"Louis Smith","Spider-Man",2
"Louis Smith","Kill Bill: Vol. 1",1
"Louis Smith","How Stella Got Her Groove Back",4
"Louis Smith","How to Lose a Guy in 10 Days",5
"Louis Smith","You've Got Mail",3
"Louis Smith","Die Hard With a Vengeance",3
"Louis Smith","Sabrina",5
"Louis Smith","Shrek (Full-screen)",5
"Louis Smith","The Stepford Wives",4
"Louis Smith","The Waterboy",3
"Louis Smith","Sweet November",3
"Louis Smith","City of Angels",4
"Louis Smith","Monster",4
"Louis Smith","Superstar",2
"Louis Smith","Notting Hill",5
"Louis Smith","Grease",4
"Louis Smith","Ocean's Eleven",3
"Louis Smith","Miracle",5
"Louis Smith","The Best of Friends: Season 3",5
"Louis Smith","Big Daddy",5
"Louis Smith","Sleepless in Seattle",3
"Louis Smith","A Perfect Murder",4
"Louis Smith","Gilmore Girls: Season 2",5
"Louis Smith","She's All That",5
"Louis Smith","Selena",4
"Louis Smith","Mona Lisa Smile",5
"Louis Smith","Sweet Home Alabama",5
"Louis Smith","American Wedding",2
"Louis Smith","Legally Blonde 2: Red",5
"Louis Smith","Friends: Season 8",5
"Louis Smith","Matchstick Men",3
"Louis Smith","Love Don't Cost a Thing",4
"Louis Smith","Remember the Titans",5
"Louis Smith","Life as a House",4
"Louis Smith","Hellboy",2
"Louis Smith","13 Going on 30",5
"Louis Smith","The Best of Friends: Vol. 2",5
"Louis Smith","Father of the Bride",4
"Louis Smith","Shine",4
"Louis Smith","The Miracle Worker",3
"Louis Smith","The Beautician and the Beast",3
"Louis Smith","Kindergarten Cop",3
"Louis Smith","The Hours",3
"Louis Smith","Trapped",5
"Louis Smith","The Green Mile",4
"Louis Smith","Laws of Attraction",4
"Louis Smith","The Prince and Me",5
"Louis Smith","The Wedding Singer",4
"Louis Smith","Meet Joe Black",3
"Louis Smith","Shall We Dance?",5
"Louis Smith","The Parent Trap",4
"Louis Smith","The Lion King II: Simba's Pride",4
"Louis Smith","A Few Good Men",3
"Louis Smith","Blow",3
"Louis Smith","Law & Order: Season 1",5
"Louis Smith","The Mighty Ducks",2
"Louis Smith","Gothika",5
"Zion Smith","A Life Less Ordinary",2
"Louis Smith","Bounce",4
"Louis Smith","CSI: Season 4",5
"Louis Smith","Legally Blonde",5
"Louis Smith","Hitch",5
"Louis Smith","Full Metal Jacket",4
"Louis Smith","The Terminal",5
"Louis Smith","My Fair Lady: Special Edition",5
"Louis Smith","Clueless",3
"Louis Smith","Little Black Book",5
"Louis Smith","Varsity Blues",5
"Louis Smith","New York Minute",5
"Louis Smith","Lethal Weapon",2
"Louis Smith","Beverly Hills Cop III",3
"Louis Smith","Friends: Season 2",5
"Louis Smith","Pirates of the Caribbean: The Curse of the Black Pearl",2
"Louis Smith","Here on Earth",5
"Louis Smith","What Women Want",4
"Louis Smith","Bad Boys",4
"Louis Smith","The Secret Garden",4
"Louis Smith","Center Stage",5
"Louis Smith","The Cutting Edge",3
"Louis Smith","Along Came Polly",5
"Louis Smith","Wayne's World",2
"Louis Smith","Exit Wounds",3
"Louis Smith","America's Sweethearts",4
"Zion Smith","Il Grido",2
"Louis Smith","Freaky Friday",4
"Louis Smith","When Harry Met Sally",3
"Louis Smith","The Pianist",5
"Louis Smith","Serendipity",4
"Louis Smith","The Best of Friends: Season 1",5
"Louis Smith","Bridget Jones's Diary",5
"Louis Smith","Something's Gotta Give",5
"Louis Smith","The Best of Friends: Season 2",5
"Louis Smith","Ghost",5
"Louis Smith","Pay It Forward",5
"Louis Smith","Daredevil",3
"Louis Smith","About a Boy",3
"Louis Smith","Honey",5
"Louis Smith","The Family Man",3
"Louis Smith","10 Things I Hate About You",5
"Louis Smith","The Wizard of Oz: Collector's Edition",4
"Louis Smith","Bad Boys II",5
"Louis Smith","Bruce Almighty",2
"Louis Smith","The Matrix: Reloaded",1
"Louis Smith","Finding Nemo (Widescreen)",5
"Zion Smith","Robotech",1
"Louis Smith","Patch Adams",5
"Zion Smith","Inherit the Wind",2
"Louis Smith","The Passion of the Christ",4
"Louis Smith","The Sixth Sense",5
"Louis Smith","In Good Company",4
"Louis Smith","While You Were Sleeping",4
"Louis Smith","A Man Apart",4
"Louis Smith","The Italian Job",3
"Louis Smith","Love Actually",4
"Louis Smith","Steel Magnolias",4
"Louis Smith","Little Women",4
"Louis Smith","Rain Man",5
"Louis Smith","Erin Brockovich",4
"Louis Smith","Frida",5
"Louis Smith","Rush Hour 2",3
"Louis Smith","Runaway Jury",4
"Louis Smith","Crossroads",3
"Louis Smith","Gone in 60 Seconds",4
"Louis Smith","Sleeping With the Enemy",5
"Louis Smith","What Lies Beneath",4
"Louis Smith","Under the Tuscan Sun",5
"Louis Smith","Girl",5
"Louis Smith","Angel Eyes",4
"Louis Smith","Friends: Season 4",5
"Louis Smith","Miss Congeniality",4
"Zion Smith","Four Days in September",1
"Louis Smith","Rocky",2
"Louis Smith","Law & Order: Season 14",5
"Louis Smith","American Beauty",3
"Louis Smith","Dawson's Creek: Season 5",5
"Louis Smith","Raising Helen",5
"Louis Smith","Win a Date with Tad Hamilton!",5
"Louis Smith","Friends: Season 7",5
"Louis Smith","Stand and Deliver",3
"Louis Smith","The Mummy Returns",2
"Louis Smith","The Bourne Identity",2
"Zion Smith","The Lady from Shanghai",4
"Louis Smith","Collateral",4
"Louis Smith","Law & Order: Special Victims Unit: The Fifth Year",5
"Louis Smith","The Terminator",2
"Louis Smith","My Big Fat Greek Wedding",4
"Louis Smith","A Walk to Remember",5
"Louis Smith","Pretty Woman",5
"Louis Smith","Saved!",3
"Louis Smith","Good Morning",4
"Louis Smith","Murder By Numbers",4
"Louis Smith","A Bug's Life",3
"Louis Smith","The Breakfast Club",3
"Louis Smith","High Crimes",4
"Louis Smith","Billy Madison",4
"Louis Smith","Cheaper by the Dozen",5
"Louis Smith","Sleepover",4
"Louis Smith","Down to You",4
"Louis Smith","The Hand that Rocks the Cradle",4
"Louis Smith","Terminator 3: Rise of the Machines",1
"Louis Smith","Ferris Bueller's Day Off",3
"Louis Smith","Anywhere But Here",5
"Zion Smith","In the Bedroom",1
"Louis Smith","The Best of Friends: Season 4",5
"Louis Smith","The Princess Bride",4
"Louis Smith","7th Heaven: Season 1",5
"Louis Smith","Men of Honor",4
"Louis Smith","Monster's Ball",4
"Louis Smith","Driving Miss Daisy",3
"Zion Smith","Look Back in Anger",4
"Louis Smith","Monk: Season 3",5
"Louis Smith","Mean Girls",5
"Louis Smith","Dirty Dancing: Havana Nights",3
"Louis Smith","Top Gun",3
"Louis Smith","Friends: The Series Finale",5
"Louis Smith","Brown Sugar",4
"Louis Smith","Cruel Intentions",5
"Louis Smith","Finding Forrester",3
"Louis Smith","The Net",4
"Braden Smith","Stripes",3
"Zion Smith","Jaws",3
"Louis Smith","Drive Me Crazy",4
"Louis Smith","Where the Heart Is",5
"Louis Smith","Ladder 49",4
"Louis Smith","Friends: Season 5",5
"Louis Smith","CSI: Season 3",5
"Zion Smith","Star Trek: The Original Series: Vols. 29-40",1
"Zion Smith","Love Is a Many-Splendored Thing",1
"Louis Smith","Good Will Hunting",3
"Zion Smith","Beauty and the Beast: Special Edition",1
"Louis Smith","Dangerous Minds",5
"Louis Smith","Save the Last Dance",5
"Louis Smith","Autumn in New York",4
"Louis Smith","Gone in 60 Seconds",4
"Louis Smith","CSI: Miami: Season 2",5
"Louis Smith","Turner and Hooch",3
"Louis Smith","The Goonies",5
"Louis Smith","Pearl Harbor",4
"Louis Smith","Les Miserables",4
"Louis Smith","Love & Basketball",4
"Zion Smith","NHL: All Access!",1
"Louis Smith","Stepmom",3
"Louis Smith","28 Days",4
"Zion Smith","Victor / Victoria",4
"Louis Smith","Friends: Season 9",5
"Braden Smith","Waking Life",1
"Zion Smith","Sweet Charity",1
"Ivan Smith","Serendipity",4
"Zion Smith","Treasure Island",1
"Derrick Smith","Oliver!",5
"Derrick Smith","Runaway Bride",1
"Derrick Smith","The Bone Collector",5
"Derrick Smith","A Clockwork Orange",5
"Derrick Smith","Uptown Girls",1
"Derrick Smith","Cold Mountain",5
"Derrick Smith","The Last Emperor",5
"Derrick Smith","The Man in the Iron Mask",3
"Derrick Smith","Can't Buy Me Love",5
"Derrick Smith","Keeping the Faith",5
"Derrick Smith","Ali",5
"Derrick Smith","Ace Ventura: Pet Detective",2
"Derrick Smith","The Incredibles",5
"Derrick Smith","Training Day",4
"Derrick Smith","Celebrity",1
"Zion Smith","Jonah: A VeggieTales Movie",1
"Derrick Smith","Maid in Manhattan",1
"Derrick Smith","Kundun",5
"Derrick Smith","21 Grams",3
"Derrick Smith","Master and Commander: The Far Side of the World",1
"Derrick Smith","The Cider House Rules",5
"Derrick Smith","Khakee",4
"Derrick Smith","Forrest Gump",4
"Derrick Smith","The Manchurian Candidate",3
"Derrick Smith","Dev",4
"Derrick Smith","Fried Green Tomatoes",4
"Derrick Smith","The Wedding Planner",3
"Derrick Smith","Joggers' Park",3
"Derrick Smith","Lord of the Rings: The Two Towers",5
"Derrick Smith","Indiana Jones and the Temple of Doom",5
"Derrick Smith","A Beautiful Mind",5
"Derrick Smith","Million Dollar Baby",5
"Derrick Smith","Three Men and a Baby",4
"Derrick Smith","Sabrina",5
"Derrick Smith","Cabaret",5
"Derrick Smith","Mission: Impossible II",4
"Derrick Smith","The Sound of Music",5
"Derrick Smith","Kate & Leopold",1
"Derrick Smith","48 Hrs.",3
"Derrick Smith","Spider-Man 2",5
"Derrick Smith","Big Fish",3
"Derrick Smith","Man on Fire",5
"Derrick Smith","Lost in Translation",5
"Derrick Smith","The Good Girl",3
"Derrick Smith","The Rock",1
"Derrick Smith","Harry Potter and the Prisoner of Azkaban",5
"Derrick Smith","Coming to America",5
"Derrick Smith","A.I. Artificial Intelligence",1
"Derrick Smith","Lethal Weapon 2",4
"Derrick Smith","Boys Don't Cry",5
"Derrick Smith","Better Off Dead",4
"Derrick Smith","Mystic River",5
"Derrick Smith","John Q",5
"Derrick Smith","Schindler's List",5
"Derrick Smith","Moulin Rouge",5
"Derrick Smith","Look Who's Talking Too",1
"Derrick Smith","Double Jeopardy",4
"Derrick Smith","What's Eating Gilbert Grape",5
"Derrick Smith","Wall Street",4
"Derrick Smith","The Joy Luck Club",5
"Derrick Smith","Chicago",5
"Derrick Smith","Billy Elliot",5
"Derrick Smith","Bull Durham",2
"Derrick Smith","A Fish Called Wanda",2
"Derrick Smith","Office Space",5
"Derrick Smith","Fast Times at Ridgemont High",3
"Derrick Smith","Air Force One",1
"Derrick Smith","Gladiator",4
"Derrick Smith","Jerry Maguire",3
"Derrick Smith","Cast Away",3
"Derrick Smith","This Boy's Life",1
"Derrick Smith","Housesitter",1
"Zion Smith","All About the Benjamins",1
"Derrick Smith","The Notebook",5
"Derrick Smith","Misery",4
"Derrick Smith","The Patriot",3
"Derrick Smith","Wallace & Gromit in Three Amazing Adventures",2
"Derrick Smith","Monty Python and the Holy Grail",5
"Derrick Smith","What a Girl Wants",1
"Derrick Smith","Lethal Weapon 4",3
"Derrick Smith","Raising Arizona",3
"Derrick Smith","Spider-Man",4
"Derrick Smith","Kill Bill: Vol. 1",1
"Derrick Smith","How Stella Got Her Groove Back",2
"Derrick Smith","How to Lose a Guy in 10 Days",5
"Derrick Smith","The Shawshank Redemption: Special Edition",5
"Derrick Smith","You've Got Mail",4
"Derrick Smith","Die Hard With a Vengeance",5
"Derrick Smith","Shrek (Full-screen)",5
"Derrick Smith","The Stepford Wives",1
"Derrick Smith","The Waterboy",4
"Derrick Smith","The Matrix",5
"Derrick Smith","Bend It Like Beckham",5
"Derrick Smith","One Fine Day",4
"Derrick Smith","Dead Man Walking",5
"Derrick Smith","Yuva",4
"Derrick Smith","Monster",5
"Derrick Smith","City Slickers",4
"Derrick Smith","Notting Hill",3
"Derrick Smith","Independence Day",3
"Derrick Smith","The Firm",3
"Derrick Smith","Traffic",4
"Derrick Smith","Sleepless in Seattle",5
"Derrick Smith","The Big Lebowski",4
"Derrick Smith","Sweet Home Alabama",4
"Derrick Smith","Taal",3
"Derrick Smith","Legally Blonde 2: Red",1
"Derrick Smith","Dave",5
"Derrick Smith","Father of the Bride",5
"Derrick Smith","Star Wars: Episode IV: A New Hope",5
"Zion Smith","Eyes Wide Shut",3
"Derrick Smith","The Green Mile",5
"Derrick Smith","The Fugitive",3
"Derrick Smith","The Prince and Me",1
"Derrick Smith","The Birdcage",5
"Derrick Smith","The Wedding Singer",5
"Derrick Smith","Total Eclipse",1
"Derrick Smith","Chocolat",5
"Derrick Smith","Anne Frank: The Whole Story",5
"Derrick Smith","Shall We Dance?",3
"Derrick Smith","Quills",3
"Derrick Smith","My Left Foot: Special Edition",4
"Derrick Smith","Sangam",5
"Derrick Smith","Magnolia",5
"Derrick Smith","Titanic",5
"Derrick Smith","Out of Time",3
"Derrick Smith","Indiana Jones and the Last Crusade",5
"Derrick Smith","Meet the Parents",5
"Derrick Smith","The Devil's Advocate",5
"Derrick Smith","Philadelphia",5
"Derrick Smith","Saving Private Ryan",4
"Derrick Smith","Maria Full of Grace",5
"Derrick Smith","In America",5
"Derrick Smith","Baghban",5
"Derrick Smith","Me",5
"Derrick Smith","Legally Blonde",5
"Derrick Smith","The Terminal",5
"Derrick Smith","Clueless",5
"Derrick Smith","Sixteen Candles",5
"Derrick Smith","Harry Potter and the Sorcerer's Stone",5
"Derrick Smith","The Guru",1
"Derrick Smith","Shakespeare in Love",5
"Derrick Smith","Lethal Weapon",5
"Derrick Smith","Beverly Hills Cop III",5
"Derrick Smith","Eternal Sunshine of the Spotless Mind",5
"Derrick Smith","Pirates of the Caribbean: The Curse of the Black Pearl",5
"Zion Smith","Murder in the First",1
"Derrick Smith","50 First Dates",5
"Derrick Smith","Il Postino",4
"Zion Smith","Winter Kills",2
"Derrick Smith","Four Weddings and a Funeral",3
"Derrick Smith","Liar Liar",4
"Derrick Smith","Being John Malkovich",4
"Derrick Smith","Bad Boys",5
"Derrick Smith","The Hurricane",4
"Derrick Smith","Collateral Damage",3
"Derrick Smith","The Cookout",5
"Derrick Smith","Gross Anatomy",4
"Derrick Smith","Super Size Me",4
"Derrick Smith","The Bourne Supremacy",4
"Derrick Smith","Along Came Polly",4
"Derrick Smith","Like Water for Chocolate",5
"Derrick Smith","Lord of the Rings: The Fellowship of the Ring",5
"Derrick Smith","This Is Spinal Tap",3
"Derrick Smith","Freaky Friday",1
"Derrick Smith","When Harry Met Sally",5
"Zion Smith","Gloria",3
"Derrick Smith","Braveheart",5
"Derrick Smith","Serendipity",5
"Derrick Smith","The Silence of the Lambs",3
"Derrick Smith","Elf",5
"Derrick Smith","Harold and Kumar Go to White Castle",5
"Derrick Smith","Finding Neverland",5
"Derrick Smith","Moonstruck",4
"Derrick Smith","Bridget Jones's Diary",5
"Derrick Smith","Something's Gotta Give",3
"Derrick Smith","Ghost",3
"Zion Smith","Ken Burns' America: The Statue of Liberty",1
"Derrick Smith","High Fidelity",5
"Derrick Smith","The English Patient",4
"Derrick Smith","Napoleon Dynamite",5
"Derrick Smith","Children of a Lesser God",3
"Derrick Smith","Half Baked",1
"Derrick Smith","Sideways",3
"Derrick Smith","About a Boy",5
"Derrick Smith","Men in Black II",3
"Derrick Smith","10 Things I Hate About You",3
"Derrick Smith","The Last Temptation of Christ",3
"Ivan Smith","Pride and Prejudice",5
"Zion Smith","Texas: 30 Odd Foot of Grunts",1
"Derrick Smith","Lethal Weapon 3",4
"Derrick Smith","The Phantom of the Opera: Special Edition",4
"Derrick Smith","Bad Boys II",5
"Derrick Smith","Elizabeth",5
"Derrick Smith","About Schmidt",3
"Derrick Smith","The Sum of All Fears",3
"Derrick Smith","Sugar & Spice",1
"Derrick Smith","Bruce Almighty",3
"Derrick Smith","Shrek 2",5
"Derrick Smith","Friday Night Lights",4
"Derrick Smith","Insan",1
"Derrick Smith","Signs",5
"Zion Smith","Rare Birds",1
"Derrick Smith","Patch Adams",5
"Derrick Smith","The Full Monty",3
"Zion Smith","The Far Country",3
"Derrick Smith","Footloose: Special Collector's Edition",2
"Derrick Smith","The Passion of the Christ",3
"Derrick Smith","While You Were Sleeping",5
"Derrick Smith","Bowling for Columbine",5
"Derrick Smith","Mississippi Burning",5
"Derrick Smith","The Italian Job",5
"Derrick Smith","Love Actually",5
"Derrick Smith","Wonder Boys",3
"Derrick Smith","Steel Magnolias",3
"Derrick Smith","Gandhi",5
"Derrick Smith","Rain Man",5
"Derrick Smith","Erin Brockovich",5
"Derrick Smith","The Lost World: Jurassic Park",2
"Derrick Smith","Mystic Pizza",3
"Derrick Smith","Reality Bites",3
"Derrick Smith","Frida",5
"Derrick Smith","Rush Hour 2",5
"Derrick Smith","Glory",5
"Derrick Smith","Aetbaar",3
"Derrick Smith","Gone in 60 Seconds",1
"Zion Smith","Joan of Arc",1
"Derrick Smith","Devdas",5
"Zion Smith","The Curse of the Jade Scorpion",1
"Derrick Smith","Rushmore",5
"Derrick Smith","Miss Congeniality",3
"Derrick Smith","Dodgeball: A True Underdog Story",3
"Derrick Smith","Star Wars: Episode V: The Empire Strikes Back",5
"Derrick Smith","Boomerang",1
"Derrick Smith","American Beauty",4
"Derrick Smith","Almost Famous",4
"Derrick Smith","Scent of a Woman",5
"Derrick Smith","Raising Helen",5
"Zion Smith","Learning HTML: No Brainers",1
"Derrick Smith","Win a Date with Tad Hamilton!",2
"Derrick Smith","The Mummy Returns",1
"Derrick Smith","Amelie",5
"Derrick Smith","The Bourne Identity",5
"Derrick Smith","Starsky & Hutch",3
"Derrick Smith","Collateral",4
"Derrick Smith","My Big Fat Greek Wedding",5
"Derrick Smith","Pretty Woman",5
"Derrick Smith","Rush Hour",5
"Derrick Smith","Sister Act",4
"Derrick Smith","Good Morning",4
"Derrick Smith","To Kill a Mockingbird",5
"Derrick Smith","Spanglish",4
"Derrick Smith","Romeo + Juliet",4
"Derrick Smith","Entrapment",2
"Derrick Smith","Roxanne",3
"Derrick Smith","The Breakfast Club",5
"Derrick Smith","Billy Madison",4
"Derrick Smith","Whatever It Takes",4
"Derrick Smith","The Fast and the Furious",2
"Derrick Smith","Calendar Girls",5
"Derrick Smith","Ferris Bueller's Day Off",5
"Derrick Smith","The Usual Suspects",4
"Derrick Smith","Stand by Me",5
"Derrick Smith","Beverly Hills Cop II",5
"Derrick Smith","Monster's Ball",3
"Derrick Smith","Fools Rush In",3
"Derrick Smith","Romancing the Stone",4
"Derrick Smith","Driving Miss Daisy",5
"Derrick Smith","Gone with the Wind: Collector's Edition",5
"Derrick Smith","Top Gun",5
"Derrick Smith","Empire of the Sun",5
"Derrick Smith","O Brother",3
"Zion Smith","Waiting to Exhale",1
"Derrick Smith","Punch-Drunk Love",5
"Derrick Smith","Antwone Fisher",5
"Derrick Smith","In the Bedroom",4
"Derrick Smith","Drive Me Crazy",3
"Derrick Smith","Grosse Pointe Blank",4
"Derrick Smith","Ladder 49",4
"Zion Smith","Cats & Dogs",1
"Derrick Smith","Mr. and Mrs. Iyer",5
"Derrick Smith","The Royal Tenenbaums",4
"Derrick Smith","Ray",5
"Derrick Smith","Good Will Hunting",5
"Derrick Smith","Dangerous Minds",1
"Derrick Smith","Bride and Prejudice",5
"Derrick Smith","There's Something About Mary: Special Edition",5
"Derrick Smith","Friday",4
"Derrick Smith","Stepmom",4
"Derrick Smith","Star Wars: Episode VI: Return of the Jedi",4
"Derrick Smith","A Streetcar Named Desire",4
"Derrick Smith","Main Hoon Na",5
"Derrick Smith","As Good as It Gets",5
"Derrick Smith","Mr. Deeds",4
"Zion Smith","Reign of Fire",1
"Derrick Smith","Die Hard",5
"Ivan Smith","Lilo and Stitch",1
"Beckett Smith","Are You Being Served?",1
"Beckett Smith","American Pie 2",3
"Beckett Smith","Vanity Fair",3
"Beckett Smith","Ocean's Twelve",3
"Beckett Smith","Runaway Bride",2
"Beckett Smith","All About Eve",4
"Beckett Smith","The Bone Collector",4
"Beckett Smith","Scary Movie 3",1
"Beckett Smith","Willard",3
"Beckett Smith","We Were Soldiers",4
"Beckett Smith","Tell Me No Lies",3
"Beckett Smith","Dancing in the Dark",4
"Beckett Smith","Gangs of New York",3
"Beckett Smith","Tape",4
"Beckett Smith","Taxi Driver",4
"Beckett Smith","U-571",3
"Dawson Smith","Oliver!",5
"Beckett Smith","Training Day",5
"Beckett Smith","Radio",5
"Beckett Smith","Sophie's Choice",4
"Beckett Smith","Pulp Fiction",3
"Dawson Smith","Damn Yankees",3
"Beckett Smith","Monsters",2
"Beckett Smith","The Texas Chainsaw Massacre",4
"Dawson Smith","Paint Your Wagon",5
"Beckett Smith","Maid in Manhattan",3
"Beckett Smith","American History X",4
"Beckett Smith","Master and Commander: The Far Side of the World",3
"Dawson Smith","Barefoot in the Park",3
"Dawson Smith","Cabaret",4
"Beckett Smith","The Cider House Rules",3
"Dawson Smith","Operation Petticoat",4
"Dawson Smith","Child's Play",2
"Zion Smith","Big Deal on Madonna Street",2
"Dawson Smith","What's Up",3
"Beckett Smith","Frequency",3
"Beckett Smith","Forrest Gump",5
"Beckett Smith","The Manchurian Candidate",4
"Beckett Smith","Rules of Engagement",4
"Beckett Smith","American Pie",3
"Dawson Smith","The Pink Panther",3
"Dawson Smith","The Pajama Game",3
"Dawson Smith","The Out-of-Towners",3
"Dawson Smith","Tom Jones",3
"Dawson Smith","Down from the Mountain",3
"Dawson Smith","Shrek (Full-screen)",4
"Dawson Smith","Roy Orbison: Black & White Night",4
"Beckett Smith","A League of Their Own",4
"Dawson Smith","Alabama: For the Record: 41 Number One Hits",4
"Dawson Smith","The Day After Tomorrow",3
"Dawson Smith","Calamity Jane",3
"Dawson Smith","Easy Rider",3
"Dawson Smith","Van Helsing",1
"Dawson Smith","The Graduate",3
"Dawson Smith","The Third Man",3
"Beckett Smith","Love and a .45",2
"Beckett Smith","Swordfish",4
"Dawson Smith","Riding the Rails: American Experience",3
"Dawson Smith","The Treasure of the Sierra Madre",3
"Beckett Smith","Spellbound",3
"Beckett Smith","The Devil's Backbone",2
"Dawson Smith","Days of Wine and Roses",3
"Dawson Smith","Joseph and the Amazing Technicolor Dreamcoat",3
"Beckett Smith","The Fighting Temptations",4
"Beckett Smith","A Beautiful Mind",5
"Dawson Smith","Gilbert and Sullivan: H.M.S. Pinafore",3
"Zion Smith","Spawn: The Movie",1
"Beckett Smith","Torque",1
"Beckett Smith","Madea's Family Reunion (Stage Play)",3
"Beckett Smith","The Sound of Music",4
"Beckett Smith","Adaptation",2
"Beckett Smith","State and Main",3
"Beckett Smith","Spider-Man 2",3
"Beckett Smith","Man on Fire",4
"Beckett Smith","Blind Side",4
"Beckett Smith","Lost in Translation",2
"Beckett Smith","Married to the Mob",3
"Beckett Smith","Along Came a Spider",3
"Beckett Smith","Mr. Holland's Opus",4
"Beckett Smith","The Rock",4
"Beckett Smith","A.I. Artificial Intelligence",2
"Dawson Smith","Singin' in the Rain",3
"Beckett Smith","Holy Smoke",2
"Dawson Smith","North by Northwest",3
"Beckett Smith","Twister",4
"Beckett Smith","8 Mile",4
"Beckett Smith","Behind Enemy Lines",4
"Beckett Smith","Mystic River",4
"Beckett Smith","After Dark My Sweet",3
"Beckett Smith","Women in Cages",3
"Beckett Smith","John Q",5
"Beckett Smith","Young Adam",3
"Dawson Smith","Seven Brides for Seven Brothers: 50th Anniversary Edition",4
"Beckett Smith","X-Men",4
"Beckett Smith","After the Sunset",4
"Beckett Smith","Moulin Rouge",3
"Beckett Smith","Love and Rage",4
"Beckett Smith","Big Trouble",4
"Beckett Smith","Double Jeopardy",4
"Beckett Smith","Men in Black",3
"Beckett Smith","The Aviator",4
"Beckett Smith","Genius",2
"Dawson Smith","Something's Gotta Give",3
"Beckett Smith","Two Weeks Notice",4
"Beckett Smith","Thirteen",2
"Dawson Smith","The Highwaymen: On the Road Again",3
"Beckett Smith","S.W.A.T.",5
"Dawson Smith","The Addams Family",4
"Dawson Smith","Deftones: Live in Hawaii",1
"Beckett Smith","White Sands",3
"Beckett Smith","Terms of Endearment",5
"Beckett Smith","Spirit Lost",3
"Beckett Smith","Squeeze",2
"Dawson Smith","The Man Who Knew Too Much",3
"Beckett Smith","The General's Daughter",4
"Beckett Smith","Carmen Jones",4
"Dawson Smith","History of the World: Part 1",4
"Beckett Smith","You Got Served",2
"Beckett Smith","Life Is Beautiful",3
"Beckett Smith","Play'd: A Hip-Hop Story",3
"Beckett Smith","Air Force One",4
"Beckett Smith","The Hitcher II: I've Been Waiting",3
"Beckett Smith","Sexual Predator",1
"Beckett Smith","Gladiator",4
"Zion Smith","The Best of the Bachelor",1
"Beckett Smith","Bringing Out the Dead",3
"Beckett Smith","The Jacket",3
"Beckett Smith","The Lost Son",3
"Beckett Smith","From Here to Eternity",4
